ds,y,temp
10/03/2023 3:30,24.12163353,
10/03/2023 3:35,24.12163353,
10/03/2023 3:40,24.12163353,
10/03/2023 3:45,24.12163353,
10/03/2023 3:50,24.12163353,
10/03/2023 3:55,24.12163353,
10/03/2023 4:00,24.12163353,
10/03/2023 4:05,24.12163353,
10/03/2023 4:10,24.12163353,
10/03/2023 4:15,24.12163353,
10/03/2023 4:20,24.12163353,
10/03/2023 4:25,24.12163353,
10/03/2023 4:30,24.12163353,
10/03/2023 4:35,24.12163353,
10/03/2023 4:40,24.12163353,
10/03/2023 4:45,24.12163353,
10/03/2023 4:50,24.12163353,
10/03/2023 4:55,24.12163353,
10/03/2023 5:00,24.12163353,
10/03/2023 5:05,24.12163353,
10/03/2023 5:10,24.12163353,
10/03/2023 5:15,24.12163353,
10/03/2023 5:20,24.12163353,
10/03/2023 5:25,24.27018547,
10/03/2023 5:30,24.27018547,
10/03/2023 5:35,24.27018547,
10/03/2023 5:40,24.27018547,
10/03/2023 5:45,24.27018547,
10/03/2023 5:50,24.27018547,
10/03/2023 5:55,24.27018547,
10/03/2023 6:00,24.27018547,
10/03/2023 6:05,24.27018547,
10/03/2023 6:10,24.27018547,
10/03/2023 6:15,24.27018547,
10/03/2023 6:20,24.27018547,
10/03/2023 6:25,24.27018547,
10/03/2023 6:30,24.27018547,
10/03/2023 6:35,24.27018547,
10/03/2023 6:40,24.27018547,
10/03/2023 6:45,24.27018547,
10/03/2023 6:50,24.27018547,
10/03/2023 6:55,24.27018547,
10/03/2023 7:00,24.27018547,
10/03/2023 7:05,24.27018547,
10/03/2023 7:10,24.27018547,
10/03/2023 7:15,24.27018547,
10/03/2023 7:20,24.27018547,
10/03/2023 7:25,24.27018547,
10/03/2023 7:30,24.27018547,
10/03/2023 7:35,24.27018547,
10/03/2023 7:40,24.27018547,
10/03/2023 7:45,24.27018547,
10/03/2023 7:50,24.27018547,
10/03/2023 7:55,24.27018547,
10/03/2023 8:00,24.27018547,
10/03/2023 8:05,24.27018547,
10/03/2023 8:10,24.27018547,
10/03/2023 8:15,24.27018547,
10/03/2023 8:20,24.27018547,
10/03/2023 8:25,24.27018547,
10/03/2023 8:30,24.27018547,
10/03/2023 8:35,24.27018547,
10/03/2023 8:40,24.27018547,
10/03/2023 8:45,24.27018547,
10/03/2023 8:50,24.27018547,
10/03/2023 8:55,24.27018547,
10/03/2023 9:00,24.27018547,
10/03/2023 9:05,24.27018547,
10/03/2023 9:10,24.27018547,
10/03/2023 9:15,24.27018547,
10/03/2023 9:20,24.27018547,
10/03/2023 9:25,24.27018547,
10/03/2023 9:30,24.27018547,
10/03/2023 9:35,24.27018547,
10/03/2023 9:40,24.27018547,
10/03/2023 9:45,24.27018547,
10/03/2023 9:50,24.27018547,
10/03/2023 9:55,24.27018547,
10/03/2023 10:00,24.27018547,
10/03/2023 10:05,24.27018547,
10/03/2023 10:10,24.27018547,
