ds,y,y
09/03/2023 20:35,24.11994171,24.07955125
09/03/2023 20:40,24.11994171,24.07958402
09/03/2023 20:45,24.11994171,24.08012482
09/03/2023 20:50,24.11994171,24.08114509
09/03/2023 20:55,24.11994171,24.0826142
09/03/2023 21:00,24.11994171,24.0844997
09/03/2023 21:05,24.11994171,24.08658841
09/03/2023 21:10,24.11994171,24.08902407
09/03/2023 21:15,24.11994171,24.09177022
09/03/2023 21:20,24.11994171,24.09478961
09/03/2023 21:25,24.11994171,24.09804444
09/03/2023 21:30,24.11994171,24.10149666
09/03/2023 21:35,24.11994171,24.10510824
09/03/2023 21:40,24.11994171,24.10884141
09/03/2023 21:45,24.11994171,24.11265893
09/03/2023 21:50,24.11994171,24.11652434
09/03/2023 21:55,24.11994171,24.12040221
09/03/2023 22:00,24.11994171,24.1242584
09/03/2023 22:05,24.11994171,24.12806019
09/03/2023 22:10,24.11994171,24.13177659
09/03/2023 22:15,24.11994171,24.13537846
09/03/2023 22:20,24.11994171,24.13883872
09/03/2023 22:25,24.11994171,24.14213248
09/03/2023 22:30,24.11994171,24.14523718
09/03/2023 22:35,24.11994171,24.14813271
09/03/2023 22:40,24.11994171,24.15080153
09/03/2023 22:45,24.11994171,24.15322869
09/03/2023 22:50,24.11994171,24.15540192
09/03/2023 22:55,24.11994171,24.15731166
09/03/2023 23:00,24.11994171,24.15895105
09/03/2023 23:05,24.11994171,24.16031593
09/03/2023 23:10,24.11994171,24.16140482
09/03/2023 23:15,24.11994171,24.16221882
09/03/2023 23:20,24.11994171,24.16276157
09/03/2023 23:25,24.11994171,24.16303917
09/03/2023 23:30,24.11994171,24.16306003
09/03/2023 23:35,24.11994171,24.16283475
